Class	FDP	FAO	QD	FSAF	FSAR	FXX	LEN	HRUN	RBI	VARB	STB	STBP	MLLD	SSEN	SSEP	SSSB	QUAL	GQ
T	55	28	3.32071	7	21	0.017854	6	2	0.0202078	0.0336284	0.782417	0	139.233	0	0	-0.502128	45.6598	39
T	57	57	23.3395	9	48	0	1	2	0.0586692	0.00175052	0.5	1	29.0423	0	0	-5.95838e-08	332.587	70
T	106	58	3.79415	26	32	0.00934492	13	2	0.020065	0.00741479	0.504936	0.908	349.828	0	0	-0.0170643	100.545	53
T	120	120	23.6152	81	39	0.00826378	15	1	0.0372773	1.11651e-05	0.5	1	533.276	0	0	-6.64996e-08	708.455	99
T	227	227	23.1002	149	78	0.00438577	1	1	0.147363	0.00124321	0.5	1	26.871	0	0	0.229664	1310.94	99
T	200	200	22.6639	101	99	0	1	2	0.116728	-0.000637931	0.5	1	19.8634	0	0	0	1133.19	99
T	251	251	16.4932	111	140	0	1	6	0.102003	-0.000920277	0.5	1	11.8984	0	0	-0.029986	1034.95	99
T	66	39	5.06254	17	22	0.0149231	3	2	0.0322228	0.0654686	0.518858	0.736	126.566	0	0	0.018058	83.532	25
T	76	71	18.8381	14	57	0.10587	18	2	0.0481104	0.000163114	0.520542	0.28	460.932	0	0	-0.00835104	357.923	47
T	150	150	19.2495	70	80	0.00662208	1	3	0.0121454	0.00187113	0.5	1	16.6462	0	0	0.0156679	721.856	99
T	299	289	19.9831	171	118	0.0537958	3	1	0.0590578	0.00210743	0.51691	0.003	320.532	0	0	0.0292222	1493.74	99
T	285	128	1.71181	68	60	0.00349638	2	1	0.0151044	-0.0050877	0.526	0.422	267.787	0	0	0.0434008	121.966	99
T	160	160	23.6496	111	49	0.0184038	1	1	0.0168314	1.18139e-05	0.5	1	295.13	0	0	4.13224e-08	945.986	99
T	237	237	22.992	144	93	0.0042015	1	2	0.0290468	0.000201329	0.5	1	24.0176	0	0	3.30404e-08	1362.28	99
T	163	79	2.40789	27	52	0.00609719	3	3	0.0112651	0.00640321	0.508752	0.84	177.678	0	0	-0.0148198	98.1216	98
T	177	93	22.6963	27	66	0.128073	6	1	0.0415307	0.0559327	0.5	1	146.892	0	0	0.206504	1004.31	97
T	124	46	0.874242	21	25	0.00799936	5	2	0.0275671	0.00645825	0.521267	0.718	250.299	0	0	0.0292742	27.1015	27
T	97	45	2.219	18	27	0	3	1	0.0199401	0.0105862	0.624435	0.024	258.41	0	0	-0.223396	53.8108	53
T	74	74	23.6003	46	28	0	1	1	0.120905	0.000198126	0.5	1	286.701	0	0	4.1792e-08	436.606	92
T	172	95	3.77019	38	57	0.0702665	4	1	0.0217034	0.015052	0.536985	0.274	315.239	0	0	-0.260587	162.118	76
T	82	46	4.23801	34	12	0.0574647	3	1	0.058664	0.0323921	0.506221	0.917	200.293	0	0	0.521303	86.8793	38
T	228	111	2.36631	61	50	0.00869527	3	2	0.0243039	0.00871038	0.547848	0.165	231.386	0	0	-0.0492867	134.88	99
T	183	87	2.13811	50	37	0.0161282	1	1	0.0360753	-0.00557187	0.528656	0.467	204.138	0	0	0.0455317	97.8184	97
T	127	56	1.7053	36	20	0	1	1	0.0481421	0.0162744	0.594404	0.084	249.382	0	0	0.142541	54.1434	54
T	170	159	18.6009	107	52	0.00584761	3	1	0.0779149	0.00810808	0.528827	0.01	256.571	0	0	0.0557775	790.539	99
T	178	178	22.857	74	104	0	1	1	0.0286265	-5.63013e-05	0.5	1	24.3979	0	0	-0.434105	1017.14	99
T	166	166	23.4113	82	84	0.0292381	1	1	0.165806	0.00139289	0.5	1	27.8131	0	0	-0.0291469	971.57	99
T	216	112	3.01126	56	56	0.0313887	6	1	0.0539454	0.0178386	0.532402	0.328	247.013	0	0	0.0950323	162.608	99
T	242	242	23.5435	102	140	0.0162595	1	2	0.102663	-0.000708479	0.5	1	35.1526	0	0	0	1424.38	99
T	94	50	3.51921	23	27	0	3	1	0.04471	0.014004	0.513299	0.774	217.335	0	0	0.02416	82.7014	54
T	102	102	23.2033	66	36	0.0097078	1	1	0.132109	0.00154827	0.5	1	24.6916	0	0	0.138926	591.685	99
T	141	82	4.20334	36	46	0.013985	1	1	0.0151015	0.0233161	0.543422	0.239	20.9786	0	0	-0.00626176	148.168	44
T	138	49	0.6513	43	6	0	3	0	0.0161577	0.0581102	0.751689	0.002	219.12	0	0	0.427463	22.4699	22
T	58	32	4.11208	19	13	0.0491723	3	1	0.0299802	0.0451445	0.603189	0.12	209.194	0	0	-0.162609	59.6252	33
T	397	199	2.29905	119	80	0.00749981	1	3	0.207308	0.00742461	0.501567	0.959	20.8029	0	0	0.0138235	228.181	99
T	289	289	22.7211	124	165	0.0136514	1	2	0.100309	5.36283e-05	0.5	1	29.0106	0	0	-0.00079091	1641.6	99
T	138	138	22.3917	81	57	0.0142847	1	2	0.0603739	0.00123576	0.5	1	24.3134	0	0	-0.00951744	772.513	99
T	113	107	19.0049	47	60	0	3	1	0.0259768	0.00404719	0.521125	0.059	214.46	0	0	0.132881	536.889	73
T	223	97	1.56395	49	48	0.00888849	3	3	0.0412916	0.0794336	0.507395	0.848	130.95	0	0	-0.0824729	87.1904	87
T	166	83	2.6685	39	44	0.0777735	3	1	0.0150196	0.0559583	0.524108	0.563	165.845	0	0	0.00398704	110.743	99
T	122	60	2.61909	27	33	0.0239981	6	2	0.0417044	0.0307198	0.566155	0.165	192.202	0	0	-0.0981037	79.8822	79
T	85	37	1.7404	19	18	0.0116266	5	2	0.0242056	0.0600789	0.52771	0.658	300.668	0	0	-0.11663	36.9835	36
T	97	39	1.26674	11	28	0.0490148	3	1	0.00744017	0.113004	0.567531	0.308	163.768	0	0	-0.102608	30.7184	30
T	185	185	22.8467	58	127	0.0159566	2	2	0.0467089	-0.000927379	0.5	1	256.774	0	0	0	1056.66	99
T	48	26	23.1219	15	11	0.020404	2	0	0.0255486	-0.000770564	0.5	1	120.443	0	0	0.0403563	277.463	29
T	87	87	23.3836	35	52	0.0439512	3	3	0.0348916	0.0080811	0.5	1	313.906	0	0	-0.481751	508.592	99
T	122	122	23.4481	74	48	0.0317435	1	2	0.133169	-0.00103735	0.5	1	32.0391	0	0	-2.99806e-08	715.168	99
T	175	175	23.6293	74	101	0.0056815	1	1	0.0488869	0.000435366	0.5	1	32.5069	0	0	0	1033.78	99
T	105	44	16.1009	24	20	0.0624944	3	1	0.0462328	0.106935	0.574292	0.039	88.1522	0	0	-0.129039	422.648	52
T	336	176	3.00191	109	67	0.13178	4	1	0.0034642	-0.00984873	0.605172	0	323.26	0	0	0.0692455	252.16	99
T	198	91	1.87568	35	56	0.00502487	1	0	0.0131336	0.0246216	0.538839	0.334	290.549	0	0	0.103693	92.8464	92
T	152	152	22.9758	89	63	0	1	1	0.0906409	0.000708083	0.5	1	24.532	0	0	-0.0520617	873.08	99
T	134	134	23.6781	64	70	0.0147048	2	4	0.0391778	1.64025e-05	0.5	1	306.919	0	0	-0.0583066	793.217	99
T	150	59	1.07717	37	22	0.00662208	4	1	0.0064048	0.0172404	0.575816	0.149	324.993	0	0	0.134056	40.3937	40
T	278	153	3.63241	67	86	0.0544199	3	5	0.0331755	-2.65474e-05	0.515507	0.586	45.0394	0	0.492958	-0.0489765	252.452	99
T	82	78	19.9062	41	37	0.0238067	3	1	0.0171742	0.000396852	0.501254	0.918	343.72	0	0	0.00182063	408.077	61
T	50	21	1.80079	15	6	0.0565931	3	1	0.0116902	0.0261822	0.517225	0.879	214.036	0	0	-0.0897975	22.5099	22
T	36	32	34.9308	9	23	0	1	3	0.173899	-0.00730309	0.5	1	20.0747	0	0	0	314.377	5
T	279	254	16.6321	140	114	0.044519	3	1	0.0411646	0.00476653	0.549403	0	319.962	0	0	0.0877275	1160.09	99
T	89	47	3.45935	22	25	0.0219756	2	1	0.00506247	-0.00404079	0.503837	0.967	263.043	0	0	-0.0167166	76.9706	53
T	191	191	23.2763	111	80	0.00520806	3	2	0.0172711	3.11328e-06	0.5	1	339.605	0	0	4.76417e-08	1111.45	99
T	149	66	1.7389	38	28	0	6	0	0.0133895	0.00597151	0.508345	0.862	326.964	0	0	0.00354711	64.7739	64
T	395	110	4.33233	80	30	0.0124997	4	0	0.0257045	0.0522446	0.594866	0.015	184.837	0	0	0.176236	427.818	99
T	192	74	0.940645	39	35	0.0153838	9	2	0.00886867	0.00937477	0.54097	0.396	361.933	0	0	-0.0800583	45.151	45
T	170	170	22.8893	75	95	0.01734	6	1	0.0740515	0.00073098	0.5	1	23.6767	0	0	-0.0149191	50	99
T	330	330	23.2921	192	138	0.00900874	1	1	0.0345431	0.000152743	0.5	1	28.2089	0	0	-0.00253079	1921.6	99
T	212	98	1.96443	76	22	0.0185177	3	2	0.00647495	0.010099	0.634943	0.001	255.726	0	0	0.222365	104.115	99
T	312	312	23.2264	176	136	0.00319479	1	1	0.120155	0.000307337	0.5	1	28.2325	0	0	-0.0182264	1811.66	99
T	105	64	5.32088	31	33	0	1	1	0.0987197	-0.0145531	0.529875	0.459	28.0697	0	0	-0.0640949	139.673	28
T	156	92	4.68017	47	45	0.0658643	12	1	0.0326679	0.0130128	0.508366	0.827	266.005	0	0	0	182.527	49
T	214	214	22.9335	69	145	0.0183478	2	2	0.0837705	-0.000297997	0.5	1	268.001	0	0	-5.50754e-08	1226.94	99
T	124	55	1.80889	17	38	0	3	2	0.0247661	-0.00282688	0.568614	0.209	331.79	0	0	-0.122414	56.0755	56
T	68	61	16.6997	24	37	0	3	1	0.0287125	0.0116992	0.563615	0	200.301	0	0	-0.309329	283.894	28
T	163	75	1.97536	37	38	0	2	5	0.0134847	-0.00290707	0.528116	0.491	37.2547	0	0	-0.0684095	80.496	80
T	74	74	17.6461	31	43	0	1	7	0.131995	-0.000527407	0.5	1	11.6981	0	0	-0.0325639	326.453	70
T	209	209	17.7891	118	91	0.00947822	1	6	0.139144	-0.000919115	0.5	1	12.3233	0.418605	0	0.00329548	929.483	99
T	32	0	24.0066	0	0	0	4	1	0.00588376	0	0.5	1	196.59	0	0	3.18042e-08	192.053	40
T	243	100	1.19537	56	44	0.00816293	6	0	0.0134668	0.0116878	0.516429	0.666	334.041	0	0	-0.0297761	72.6187	72
T	220	108	2.46082	56	52	0.0134523	8	2	0.0140015	0.0219557	0.545323	0.173	293.696	0	0	-0.00370315	135.345	99
T	309	309	23.1012	162	147	0.00643066	1	1	0.131012	0.000271472	0.5	1	25.7784	0	0	0.00128099	1784.57	99
T	45	45	23.4532	19	26	0	6	2	0.0157084	-0.000291051	0.5	1	358.234	0	0	0	263.848	56
T	398	165	1.186	99	66	0.00499988	3	1	0.0223662	0.0309209	0.515087	0.619	285.902	0	0	-0.334349	118.007	99
T	128	128	22.7894	63	65	0.00775134	15	6	0.072254	0.000474155	0.5	1	29.045	0.460317	0	0	50	99
T	106	41	1.12505	20	21	0	3	3	0.00510226	0.0145178	0.502761	0.969	253.126	0	0	0.0165404	29.8139	29
T	115	115	23.602	57	58	0.00861995	3	1	0.00829923	1.16094e-05	0.5	1	313.781	0	0	3.28685e-08	678.557	99
T	12	12	25.0675	5	7	0.454339	5	3	0.0461752	0.000158444	0.5	1	200.539	0	0	0	75.2026	16
T	84	38	2.08925	25	13	0.0666593	3	1	0.0343767	0.0979599	0.590502	0.148	194.207	0	0	0.152949	43.8743	43
T	22	22	23.3309	11	11	0	1	1	0.193141	-0.00526019	0.5	1	26.4257	0	0	-0.274137	128.32	27
T	57	24	1.79073	10	14	0.0172384	6	1	0.0718111	0.0219254	0.531889	0.696	263.217	0	0	0.0560269	25.5179	25
T	379	379	23.2033	133	246	0	1	2	0.0843365	0.000370272	0.5	1	26.2663	0	0	-0.00172492	2198.52	99
T	200	200	23.4643	83	117	0.0338148	1	1	0.165381	0.000955183	0.5	1	29.7217	0	0	-0.0221304	1173.22	99
T	112	46	2.91387	33	13	0.0344798	1	1	0.0132662	0.0228599	0.577465	0.203	245.563	0	0	-0.0370517	81.5885	40
T	58	58	23.5569	28	30	0	3	1	0.0673168	0.000179125	0.5	1	258.961	0	0	4.20481e-08	341.575	72
T	79	33	1.61901	10	23	0.048187	1	1	0.0389572	-0.0227701	0.597591	0.153	110.609	0	0	-0.15033	31.9754	31
T	134	134	30.5153	43	91	0.00740686	9	3	0.154761	-0.00170477	0.5	1	16.8109	0	0	-0.123963	50	99
T	382	176	1.83098	107	69	0.00779201	3	2	0.0107508	0.0432232	0.514294	0.602	228.651	0	0	0.0139678	174.859	99
T	134	134	22.8626	60	74	0.00740686	1	1	0.031389	0.000961919	0.5	1	29.1554	0	0	0.00498738	765.896	99
T	96	96	23.4997	53	43	0	2	4	0.0135882	-0.000156412	0.5	1	279.469	0	0	-0.0357398	563.994	99
T	140	140	23.607	72	68	0.0140835	3	1	0.0137063	0.000109091	0.5	1	351.66	0	0	0	826.244	99
T	180	180	23.2219	85	95	0.00552456	1	1	0.134622	-4.73073e-05	0.5	1	24.2846	0	0	-0.0114345	1044.98	99
T	169	97	4.2112	60	37	0.00588201	2	1	0.00958602	-0.000917233	0.564038	0.061	261.575	0	0	0.110939	177.923	63
T	351	181	2.85047	99	82	0.00847434	3	1	0.00983227	0.00123292	0.505802	0.821	333.195	0	0	-0.0128998	250.129	99
T	213	213	23.5251	81	132	0.00930189	3	1	0.0391074	1.30139e-05	0.5	1	328.753	0	0	-0.00622573	1252.71	99
T	68	27	1.38036	11	16	0.0285673	3	2	0.0273057	0.0587505	0.504501	0.972	221.837	0	0	-0.0303441	23.466	23
T	68	67	22.3805	37	30	0.0285673	5	2	0.039197	-0.000578669	0.508194	0.321	360.822	0	0	0	380.469	72
T	103	45	1.69705	20	25	0	4	1	0.0385778	0.0228938	0.547441	0.397	209.165	0	0	0.144491	43.6991	43
T	45	45	23.4925	24	21	0.081616	1	1	0.11975	-0.0043261	0.5	1	28.9359	0	0	0.065425	264.291	56
T	160	76	2.25204	67	9	0.00621079	3	1	0.0339722	0.00683279	0.62357	0.107	410.989	0	0	-0.22458	90.0816	90
T	126	67	3.38094	28	39	0.0078734	3	1	0.0383638	0.0265945	0.502797	0.966	212.775	0	0	-0.0200608	106.5	69
T	90	90	20.8703	30	60	0	1	2	0.0429487	0.00213025	0.5	1	18.777	0	0	-0.00491434	469.582	94
T	122	122	22.7428	80	42	0.0239981	1	1	0.224945	0.00199278	0.5	1	21.6428	0	0	-0.0243021	693.656	99
T	117	60	3.00137	27	33	0.0330551	3	1	0.0217203	0.0516048	0.549243	0.292	278.452	0	0	0.105473	87.7901	73
T	293	222	9.81631	118	104	0.00677943	3	0	0.102565	0.034751	0.533228	0.05	166.982	0	0	0.0656434	719.044	4
T	141	29	4.47449	13	16	0	6	2	0.031933	0.0225795	0.551688	0.534	212.937	0	0	-0.103433	157.726	51
T	58	28	2.88758	14	14	0.0491723	3	1	0.0368606	0.079366	0.568917	0.338	179.518	0	0	0.0175275	41.8699	40
T	219	96	1.59366	47	49	0.0135129	4	2	0.0059444	0.0100506	0.562778	0.091	331.696	0	0	-0.108501	87.2528	87
T	106	105	15.1442	54	51	0.0185168	1	8	0.146308	0.002297	0.5	1	9.3052	0	0	-0.0405093	401.322	56
T	113	58	3.06879	26	32	0	3	1	0.0258456	0.0143365	0.538542	0.437	261.156	0	0	-0.0699238	86.6932	72
T	43	26	5.54782	16	10	0.104145	3	1	0.0128999	0.0114999	0.617449	0.099	182.011	0	0	-0.24623	59.639	17
T	34	16	23.2798	8	8	0.0285633	2	0	0.0241797	-0.0149738	0.5	1	124.764	0	0	0.053738	197.879	24
T	113	43	1.00213	23	20	0	3	1	0.0346245	0.0227074	0.57426	0.236	277.71	0	0	0.130715	28.3103	28
T	140	58	1.36632	30	28	0.0476158	6	3	0.0229998	0.0891453	0.525683	0.638	110.578	0	0	0.0392914	50	99
T	129	129	18.2811	60	69	0	1	3	0.195761	-0.00036147	0.5	1	13.0076	0	0	-0.144168	589.564	99
T	132	132	23.5554	56	76	0.00751823	6	1	0.02902	0.00011595	0.5	1	317.922	0	0	0	777.33	99
T	46	41	16.4936	26	15	0.0212721	3	1	0.0252028	-0.00373458	0.519621	0.447	295.487	0	0	-0.036708	189.677	19
T	283	143	2.66164	73	70	0.0139368	3	3	0.0332925	-0.00846163	0.505414	0.866	208.54	0	0	-0.0277921	188.311	99
T	115	57	2.72004	10	47	0.00861995	1	2	0.104579	-0.0156995	0.623845	0.029	29.0981	0	0	-0.192831	78.2012	76
T	163	64	1.03876	25	39	0.0121205	2	2	0.0196288	0.0279646	0.546247	0.357	127.993	0	0	-0.0758379	42.3294	42
T	184	184	23.121	84	100	0.0160419	1	2	0.190905	0.00126739	0.5	1	24.572	0	0	-0.0107951	1063.57	99
T	240	107	1.703	50	57	0.0163928	4	1	0.0066926	0.0140151	0.54926	0.163	222.728	0	0	-0.0925748	50	99
T	269	207	10.2809	106	101	0.0073798	3	1	0.045167	0.0133392	0.52507	0.131	272.168	0	0	0.0463202	691.393	7
T	322	144	1.70343	70	74	0.0473359	1	0	0.0552199	0.00485096	0.529657	0.316	168.225	0	0	0.0475427	137.126	99
T	138	64	2.06781	36	28	0.0547908	4	1	0.00903242	-0.00563549	0.511923	0.828	380.895	0	0	0.0323472	71.3394	71
T	84	41	2.6405	15	26	0.0232531	1	1	0.0492029	-0.0128158	0.509429	0.877	28.2689	0	0	0.0427006	55.4505	55
T	236	114	2.30813	64	50	0.0288054	3	5	0.04003	0.00325128	0.5065	0.843	47.5712	0	0.492958	-0.0262953	136.179	99
T	399	164	1.10271	101	63	0.00249994	9	4	0.0057384	0.0298855	0.590632	0.004	409.012	0	0	0.302485	109.995	99
T	155	71	1.9653	48	23	0.012738	3	2	0.0325876	0.00158032	0.575224	0.098	204.298	0	0	0.107957	76.1555	76
T	98	96	21.8896	30	66	0.0101	3	1	0.0147353	8.23541e-06	0.516126	0.065	318.526	0	0	0.511743	536.295	97
T	57	27	2.63776	15	12	0.0172384	2	1	0.0176187	0.0104441	0.581336	0.269	209.748	0	0	0.144761	37.588	37
T	125	46	0.841416	21	25	0.00793588	5	2	0.0404543	0.00782286	0.586777	0.143	253.194	0	0	-0.160136	26.2942	26
T	352	184	2.9715	108	76	0.0249301	3	2	0.0375903	0.0154116	0.56753	0.007	178.485	0	0	0.127271	261.492	99
T	84	67	11.7792	24	43	0.0117633	3	0	0.0162308	0.00626736	0.554566	0.075	309.27	0	0	0.0875896	247.364	8
T	221	88	1.03922	47	41	0.00896821	6	0	0.0149394	0.0131242	0.509233	0.816	339.589	0	0	-0.0317028	57.4168	57
T	212	208	21.8401	161	47	0.00934536	3	2	0.0100969	-0.000380419	0.520406	0.005	296.659	0	0	3.05775e-08	1157.52	99
T	138	65	2.18825	24	41	0.0920992	4	1	0.018217	0.0225743	0.596334	0.041	291.024	0	0	-0.466423	75.4945	75
T	198	198	10.6106	81	117	0.00502487	1	7	0.107294	0.0218025	0.5	1	7.97821	0	0	-0.113566	525.223	82
T	88	88	22.6079	19	69	0	1	2	0.0573835	0.000116266	0.5	1	21.5534	0	0	0.0155417	497.373	99
T	183	183	22.043	78	105	0.0161282	1	2	0.071503	0.00103976	0.5	1	19.1662	0	0	-0.00656483	1008.47	99
T	79	31	1.25786	19	12	0	3	1	0.0218445	0.0599601	0.531786	0.687	215.863	0	0	0.0556361	24.8428	24
T	137	125	17.4794	62	63	0.0743193	3	2	0.179161	0.0149564	0.507648	0.598	223.711	0	0	0.0600927	598.669	64
T	47	27	4.89184	12	15	0.059988	3	1	0.0272321	0.0415325	0.502391	0.974	246.316	0	0	-0.00431581	57.4791	23
T	82	82	23.071	43	39	0.196059	4	1	0.0763188	0.000936912	0.5	1	171.07	0	0	0.187033	472.955	99
T	18	9	10.6159	3	6	0.142789	3	1	0.0304278	0.0579697	0.615121	0.368	158.475	0	0	-0.263271	47.7714	45
T	184	89	2.29672	56	33	0.0264536	1	2	0.0994003	0.0399743	0.598239	0.017	28.5164	0	0	0.180566	105.649	99
T	214	214	23.1951	116	98	0.0815416	4	1	0.0270593	0.000207102	0.5	1	195.192	0	0	-0.0193533	1240.94	99
T	39	39	23.5755	13	26	0	5	2	0.0305997	5.79857e-05	0.5	1	298.806	0	0	0	229.861	48
T	197	71	0.673805	31	40	0.0149993	4	2	0.015444	0.00198978	0.541771	0.387	302.989	0	0	0.0705901	33.1849	33
T	289	278	20.1878	137	141	0.0236478	15	1	0.0968393	0.00113731	0.512382	0.033	295.203	0	0	-0.100451	50	99
T	264	264	23.4224	87	177	0	2	1	0.0271715	3.10587e-05	0.5	1	274.241	0	0	-4.05801e-08	1545.88	99
T	155	155	23.4974	76	79	0.00640985	3	2	0.0204332	0.000165527	0.5	1	311.892	0	0	-0.00714939	910.524	99
T	66	30	2.23676	4	26	0	3	4	0.0305897	0.0204492	0.675187	0.047	240.702	0	0	-0.218202	36.9065	36
T	125	67	3.4447	30	37	0.137922	21	1	0.0265897	0.0273442	0.579748	0.058	232.759	0	0	-0.0831284	107.647	67
T	234	106	1.77897	64	42	0.00425514	14	2	0.0127378	-0.00457314	0.562129	0.078	290.711	0	0	0.128447	50	99
T	58	50	18.7028	6	44	0.121194	6	1	0.0544177	0.00387122	0.527386	0.287	217.004	0	0	0	271.19	27
T	217	217	23.086	111	106	0.0180987	1	1	0.14017	0.00104432	0.5	1	23.8898	0	0	-0.00410158	1252.41	99
T	64	38	12.5964	18	20	0.123271	3	1	0.015616	0.0536986	0.58819	0.105	159.208	0	0	-0.144832	201.542	94
T	176	76	1.55932	36	40	0.0112353	2	1	0.00324595	0.00883168	0.51351	0.773	269.106	0	0	0.0132816	68.6103	68
T	110	110	23.5871	47	63	0.0434745	3	1	0.0961308	8.16206e-05	0.5	1	338.77	0	0	0	648.644	99
T	396	190	2.19779	92	98	0.00999975	1	3	0.124788	-0.010348	0.503165	0.899	27.2488	0	0	-0.0287125	217.581	99
T	107	107	23.129	48	59	0.100832	3	1	0.0595892	-9.68254e-06	0.5	1	275.469	0	0	-0.194019	618.7	99
T	286	128	1.74434	46	82	0.0744312	1	0	0.047325	0.00111384	0.597652	0	129.336	0	0	-0.170097	124.72	99
T	180	90	2.54915	32	58	0	1	3	0.0714762	0.0109278	0.524585	0.556	25.5739	0	0	0.0565164	114.712	99
T	347	347	22.716	174	173	0.0197735	1	2	0.0427561	0.000446778	0.5	1	23.6165	0	0	0.00462466	1970.61	99
T	36	17	3.1625	13	4	0.249948	15	5	0.011774	0.0140099	0.673853	0.084	299.396	0	0	0.172576	28.4625	27
T	201	201	23.2621	115	86	0	1	1	0.0619388	0.000381424	0.5	1	28.3173	0	0	-0.0150986	1168.92	99
T	150	150	22.9451	81	69	0.00662208	1	3	0.0515766	-0.00051875	0.5	1	22.4359	0.365854	0	8.18654e-08	860.442	99
T	76	76	19.4661	39	37	0	1	7	0.198919	0.0037265	0.5	1	13.8952	0	0	-0.0955056	369.855	79
T	37	5	11.6257	1	4	0	2	5	0.0397412	0.0232274	0.898889	0.15	175.267	0	0	-0.277999	107.538	3
T	133	113	13.7946	41	72	0.0148137	3	1	0.0752153	0.0151263	0.598022	0	285.068	0	0	-0.204479	458.67	25
T	122	118	35.2703	73	45	0.0161277	1	2	0.0531727	-0.000638059	0.5	1	21.5531	0	0	-0.00746704	1075.75	22
T	122	122	23.2857	53	69	0.0239981	1	1	0.043589	9.24803e-05	0.5	1	25.4744	0	0	-0.00200993	710.215	99
T	300	141	2.03289	89	52	0.0066223	2	1	0.0272016	0.0321271	0.529466	0.333	239.729	0	0	0.163961	152.467	99
T	397	183	1.86162	96	87	0.00749981	4	2	0.0115429	0.0149531	0.51075	0.717	329.041	0	0	0.0286161	184.766	99
T	110	53	2.24233	15	38	0.225336	1	2	0.126088	0.0129362	0.619127	0.027	21.0353	0	0	-0.199179	61.6639	61
T	88	88	23.5975	52	36	0.063823	2	0	0.0879344	-3.78277e-06	0.5	1	35.487	0	0	0	519.146	99
T	229	229	22.6305	102	127	0.00434764	1	4	0.0768903	0.000564996	0.5	1	24.0819	0	0	-0.00585719	1295.59	99
T	123	71	4.43058	43	28	0	3	1	0.0306582	0.00715752	0.512634	0.765	259.688	0	0	0.0500876	136.24	46
T	190	108	4.10282	39	69	0.00523533	3	3	0.0156652	0.0151735	0.653305	0	278.922	0	0	-0.267274	194.884	71
T	393	393	22.6752	381	12	0.0174996	3	2	0.0453709	0.000210262	0.5	1	303.743	0	0	0	2227.84	99
T	114	114	23.0413	58	56	0	22	2	0.0828703	0.000788212	0.5	1	23.2981	0	0	-0.00825764	50	99
T	395	395	22.6557	298	97	0.0124997	3	2	0.0075816	-1.94252e-05	0.5	1	279.048	0	0	0	2237.25	99
T	178	160	16.3939	50	110	0.00558628	3	1	0.00372443	0.00775812	0.552584	0.001	264.111	0	0	-0.421529	729.528	67
T	83	83	21.2362	39	44	0	1	1	0.210363	-0.000378051	0.5	1	16.6385	0	0	-0.0667691	440.651	95
T	102	86	13.7011	55	31	0	3	1	0.0106687	0.00664459	0.518986	0.396	319.861	0	0	-0.0372926	349.377	19
T	272	175	5.99175	85	90	0.0180499	6	2	0.0312646	0.0143397	0.53729	0.093	318.344	0	0	0.0759188	407.439	40
T	130	130	20.214	59	71	0	1	4	0.248914	-0.000832752	0.5	1	14.385	0	0	0.0650696	656.956	99
T	81	40	2.77359	24	16	0.0689576	3	5	0.0259919	-0.00694992	0.571395	0.248	293.56	0	0	-0.123697	56.1653	55
T	66	37	4.29789	35	2	0.0149231	3	1	0.00718003	0.0105353	0.67481	0.065	401.226	0	0	0.256567	70.9152	33
T	198	198	22.4884	95	103	0.00502487	1	3	0.0489957	0.000180391	0.5	1	24.5399	0	0	-0.0163176	1113.18	99
T	87	37	1.65665	6	31	0	3	1	0.0446523	0.0641773	0.687596	0.013	190.956	0	0	-0.376802	36.0321	36
T	79	79	23.7004	51	28	0.0124984	1	1	0.140291	0.00273887	0.5	1	31.6789	0	0	-0.00919304	468.082	98
T	63	57	22.3352	24	33	0.0454477	3	1	0.108429	0.00914427	0.5	1	141.772	0	0	-5.15971e-08	351.779	28
T	73	73	23.4915	28	45	0.0135117	1	1	0.0373342	-0.00419587	0.5	1	28.1162	0	0	0.0106287	428.719	91
T	117	117	22.6489	87	30	0.00847386	1	1	0.196665	0.0020579	0.5	1	28.3988	0	0	0.168632	662.48	99
T	30	12	14.0199	7	5	0.117612	6	1	0.0872071	0.0416761	0.56194	0.565	163.275	0	0	-0.0435573	105.149	53
T	70	34	2.21175	27	7	0.0277739	1	5	0.113976	-0.0367582	0.622997	0.092	17.6765	0.363281	0	0.231688	38.7056	38
T	144	73	2.8661	16	57	0.0270252	6	3	0.019108	0.00846861	0.654524	0.003	319.952	0	0	-0.247287	103.18	93
T	154	79	2.99188	21	58	0.0253149	9	3	0.0417367	0.0385351	0.50877	0.866	249.709	0	0	-0.0331067	115.187	91
T	53	27	3.31766	12	15	0.101678	9	1	0.0299349	0.0442048	0.608621	0.131	281.442	0	0	0.199526	43.959	38
T	212	212	22.8077	66	146	0.00934536	1	2	0.0147667	0.00117588	0.5	1	32.7455	0	0	0.00675613	1208.81	99
T	394	148	0.725582	82	66	0.0149996	9	4	0.0170756	0.0121514	0.513562	0.702	412.027	0	0	0.111132	71.4699	71
T	103	103	23.5733	67	36	0.0282992	2	1	0.062661	4.63419e-05	0.5	1	112.852	0	0	0	607.012	99
T	65	65	22.1696	26	39	0.0298463	1	1	0.132941	0.00742963	0.5	1	24.4711	0	0	-0.0243441	360.256	71
T	29	0	10.9553	0	0	0.0333222	2	7	0.0242406	-0.118773	0.5	1	9.22289	0	0	0.165639	79.4257	16
T	205	95	7.7451	32	63	0.0929162	9	1	0.0641712	0.0595937	0.602484	0.002	273.022	0	0	-0.182561	396.936	99
T	84	52	5.66451	25	27	0	3	1	0.0247639	0.00564323	0.504585	0.918	280.499	0	0	-0.0103009	118.955	23
