Class	BaseQRankSum	ReadPosRankSum	DP	FS	MQ	MQRankSum	QD	SOR	QUAL	GQ
T	1.735	0.041	156	0	60	0	31.57	0.848	4767.73	99
T	0.862	0.517	32	0	60	0	34.76	4.68	1292.73	99
T	1.476	-0.111	22	2.105	60	0	7.58	1.536	166.73	99
T	1.004	-0.211	121	0	60	0	25.99	2.183	5075.73	99
T	-1.205	-0.88	101	0	52.75	0	33.18	1.557	2952.73	99
T	-0.29	-0.31	88	0	60	0	18.09	0.756	940.73	99
T	-0.141	1.498	230	1.584	60	0	18.46	0.771	4245.73	99
T	1.32	0.275	169	6.904	60	0	20.6	1.52	2986.73	35
T	0.248	-3.901	90	0.824	60	0	19.23	0.838	1595.73	99
T	0	0.674	5	0	60	0	6.44	0.693	25.74	63
T	-0.315	-1.866	217	8.207	60	0	30.78	0.979	9138.73	99
T	0.103	-1.949	118	0	60	0	30.53	1.432	5097.73	99
T	0.597	0.033	57	0	60	0	18.22	0.793	1038.73	99
T	-1.189	0.631	52	1.345	60	0	8.29	0.446	339.73	99
T	-0.264	0.836	46	2.826	60	0	18.23	0.324	838.73	99
T	-0.25	1.109	13	0	59.92	0	24.64	4.615	221.74	27
T	0.799	0.592	457	0	60	0	27.33	1.07	14492.7	99
T	-1.26	-0.744	59	0	60	0	30.77	0.914	2157.73	99
T	1.133	1.552	236	2.343	60	0	15.14	0.545	3435.73	99
T	1.068	-0.42	37	0	60	0	33.7	0.99	707.73	99
T	-0.452	1.952	41	0	59.77	0	33.28	0.927	1556.73	99
T	0.622	1.643	135	0	60	0	24.84	1.198	2781.73	99
T	0.092	-3.335	108	0	60	0	29.73	4.826	4032.73	99
T	-1.497	0.328	79	0	60	0	17.67	0.766	1236.73	99
T	-0.166	-0.936	41	0	60	0	16.64	0.576	665.73	99
T	1.755	1.212	97	5.982	60	0	19.73	1.46	1676.73	99
T	-2.398	0.159	261	0	60	0	34.46	1.228	9638.73	99
T	2.063	1.451	44	0	60	0	9.89	2.67	207.75	67
T	1.389	-0.85	47	3.419	60	0	10.02	0.257	350.73	99
T	-0.337	0.317	152	0	60	0	30.06	1.578	6097.73	99
T	0.971	0.928	20	0	60	0	31.16	1.061	597.73	51
T	-0.854	-1.872	63	6.039	60	0	25.62	3.797	973.73	99
T	0.414	0.865	139	0	52.69	0	32.05	2.345	4943.73	99
T	0.122	-1.165	105	0	60	0	29.14	0.925	4597.73	99
T	-0.59	-2.984	80	0	60	0	29.51	1.641	2785.73	99
T	-0.01	0.566	16	0	60	0	2.64	0.527	23.75	61
T	-1.507	1.947	61	18.623	60	0	18.19	2.77	1109.73	99
T	-1.192	1.965	213	3.426	59.99	1.434	18.76	0.963	3358.73	99
T	3.382	-0.443	142	0	60	0	27.56	0.806	5377.73	99
T	2.49	-0.457	243	5.412	60	0	18.29	1.016	4262.73	99
T	-0.894	0.007	62	2.177	60	0	14.2	0.889	851.73	99
T	1.11	0.361	66	0	60	0	26.47	0.886	2893.73	99
T	0.996	0.605	222	14.519	60	0	18.66	0.257	3955.73	99
T	0.045	-0.43	165	0	60	0	33.33	2.863	7699.73	99
T	-0.919	-1.32	180	0	60	0	27.48	2.917	7514.73	99
T	-1.14	-2.489	199	7.312	59.92	0	13.61	0.73	1319.73	99
T	0.882	0.912	17	0	60	0	29.92	1.244	682.73	48
T	-0.123	1.256	4	0	60	0	29	1.609	144	12
T	-1.036	0.189	6	3.979	60	0	13.29	2.8	79.73	99
T	1.992	1.046	133	0	59.92	0	27.55	0.748	3112.73	99
T	0.592	-1.215	122	0	60	0	30.1	0.516	2588.73	99
T	1.245	0.788	112	3.996	60	0	28	2.572	2883.73	99
T	1.375	-2.036	5	0	60	0	29.76	3.611	187.87	15
T	-0.133	-0.023	126	0	60	-2.04	32.29	3.362	3583.73	99
T	-1.568	-0.268	165	3.159	43.42	0.23	33.01	0.353	7818.73	99
T	-2.718	2.397	366	0	60	0	33.58	0.997	12689.7	99
T	1.559	-1.823	74	0	60	0	17.83	0.612	1265.73	99
T	0.709	-0.816	89	0	60	0	31.43	1.402	3137.73	99
T	6.803	1.391	80	0	60	0	19.25	0.711	1539.73	99
T	-0.489	-0.914	24	0	58.59	0	23.64	3.912	141.87	15
T	0.854	-0.502	183	2.827	59.91	-1.514	10.2	0.932	1866.73	99
T	0.026	2.513	86	0	60	0	32.71	0.979	3164.73	99
T	-0.206	1.845	39	1.573	60	0	13.7	1.161	424.73	99
T	1.122	-2.068	6	0	60	0	28.39	1.329	224.8	18
T	0.854	-0.502	3	0	60	-1.514	20.42	1.179	61.25	9
T	-1.523	-1.307	281	0	59.87	0	30.59	1.111	11377.7	99
T	2.821	0.211	74	0	60	0	16.79	0.767	1242.73	99
T	-0.139	-4.907	88	0	60	0	9.76	0.705	839.73	99
T	1.011	0.023	57	0	60	-0.221	32.7	6.556	2006.73	99
T	1.737	-0.434	44	15.322	60	0	17.83	1.31	748.73	99
T	1.626	0.925	19	0	59.1	1.335	5.79	0.859	63.73	84
T	0.348	0.451	138	0.647	60	0	16.43	0.763	2152.73	99
T	-0.866	-0.068	401	0	60	0	37.43	2.023	17006.7	99
T	1.331	-0.073	52	3.431	60	0	12.79	1.458	613.73	99
T	1.498	0.354	30	0	60	0	30.01	1.071	1247.73	87
T	0.854	1.259	127	0	60	0	31.68	0.866	3832.73	99
T	0.23	0.581	46	0	60	0	32.23	1.038	1651.73	99
T	0.28	0.399	34	0	60	0	28.39	0.483	851.73	99
T	-0.896	-0.749	177	0	60	0	29.28	0.892	6475.73	99
T	-0.25	1.109	59	0	60	0	8.57	0.437	385.73	99
T	0.652	-0.053	118	0	60	0	30.79	0.914	4257.73	99
T	2.82	-1.012	74	0	60	0	28.27	1.643	2689.73	99
T	5.447	0.578	201	6.625	60	0	18.4	0.368	3514.73	99
T	4.942	0.443	118	3.632	60	0	17.09	1.102	1947.73	99
T	0	0	15	0	58.92	0	5.75	0.368	28.74	66
T	-0.446	-1.306	44	2.156	60	0	17.16	1.302	411.73	99
T	1.906	-2.37	81	0	60	0	33.82	1.981	2536.73	99
T	1.339	-0.217	40	12.884	60	0	19.67	2.151	786.73	99
T	-1.497	0.328	225	0	60	0	30.71	1.436	9623.73	99
T	0.674	-1.683	26	8.475	60	0	19.36	2.862	464.73	99
T	1.487	1.805	227	0	60	0	30.99	0.758	9723.73	99
T	0.646	-2.394	22	0	60	0	15.38	3.5	276.8	18
T	0.185	1.396	61	0	60	0	31.66	1.487	2537.73	99
T	-0.591	0	8	0	60	0	29.11	0.941	203.77	21
T	1.411	1.852	155	0	60	0	34.92	0.452	3776.73	99
T	-0.798	0.245	94	0	60	0	28.15	3.383	3433.73	99
T	0.402	0.42	27	3.565	60	0	18.32	0.669	494.73	99
T	-1.625	-3.26	183	0	60	0	30.17	1.128	7940.73	99
T	0.414	0.865	155	0	60	0	31.26	6.578	4828.73	99
T	2.495	1.945	45	0	60	-6.501	34.06	1.259	1498.73	99
T	-1.698	-1.471	119	0	60	0	27.38	1.118	4913.73	99
T	0.62	-2.989	31	0	60	0	34.53	1.022	897.73	84
T	2.194	-0.791	4	0	60	0	26.85	2.303	53.7	6
T	-1.523	-1.307	41	0	59.45	0	26.6	2.833	212.84	16
T	1.05	0.099	22	10.041	60	0	15.76	2.258	346.73	99
T	0.179	-1.935	35	0	60	0	31.9	0.811	1084.73	99
T	-0.798	0.245	16	0	60	0	25.57	5.67	676.73	51
T	1.231	1.377	347	0	60	-0.635	30.28	3.272	11681.7	99
T	-2.206	-0.899	187	1.839	60	0	16.51	0.562	3070.73	99
T	0.853	0.323	17	0	60	0	30.92	5.67	494.73	48
T	-0.795	0.096	47	0	60	0	26.52	1.739	954.73	99
T	-0.799	0.082	25	0	60	0	17.11	0.569	427.73	99
T	-0.808	-1.295	95	1.758	60	0	19.59	0.922	1762.73	99
T	-0.222	-2.023	18	0	60	0	33.93	4.407	772.73	54
T	0.398	0.608	37	0	60	0	28.52	2.432	1298.73	99
T	1.029	-1.872	110	0	60	0	29.48	2.347	3870.73	99
T	0.21	-1.383	13	0	60	0	12.79	0.941	127.87	99
T	1.587	-0.765	48	0	60	0	30.93	3.611	1728.73	99
T	-0.385	0.21	147	3.237	59.96	0	25.51	2.081	6014.73	99
T	0.468	-0.341	91	0	60	0	30.74	0.693	2151.73	99
T	-0.992	-1.776	17	2.963	60	0	17.48	0.148	244.73	77
T	0.881	0.384	17	0	60	0	27.49	5.549	619.73	45
T	2.205	-1.25	92	4.218	60	0	18.4	1.214	1600.73	99
T	0	-1.383	4	0	60	0	5.44	0.693	21.76	59
T	-1.452	0.578	141	2.035	60	0	29.24	0.297	5248.73	99
T	-0.912	-1.529	100	0	60	0	14.53	0.739	1394.73	99
T	-1.16	0.212	5	0	60	0	28.74	1.981	180.87	15
T	-0.524	-1.423	47	0	60	0	8.99	0.59	368.73	99
T	0.889	1.747	235	1.089	60	0	14.35	0.604	3200.73	99
T	0.87	0.456	39	7.134	60	0	20.89	2.891	793.73	99
T	-0.763	-1.743	45	0	60	0	31.52	0.829	1734.73	99
T	-0.876	-0.12	18	0	60	0	22.75	1.402	204.73	99
T	-2.071	-3.982	101	7.882	60	0	17.04	0.28	1720.73	99
T	0.94	0.842	56	0	60	0	28.71	1.402	1521.73	99
T	0.872	0.015	116	0	60	0	30.73	0.527	4143.73	99
T	0.551	0.25	64	3.098	60	0	2.19	0.141	65.73	99
T	2.237	-1.317	52	1.248	60	0	15.28	1.101	748.73	99
T	-0.928	-4.633	70	0	60	0	28.49	0.762	2537.73	99
T	-0.343	0.121	101	0	60	0	26.03	1.76	4423.73	99
T	1.126	-1.168	44	5.618	60	0	16.56	0.16	579.73	99
T	3.382	-0.443	35	0	60	0	27.17	1.179	999.73	70
T	-2.338	-0.573	242	0	60	0	29.6	1.041	8648.73	99
T	0.607	0.245	46	0	60	0	9.34	0.965	401.73	99
T	1.025	1.322	145	4.228	60	0	32.58	1.108	5840.73	99
T	-1.655	0.609	3	0	60	0	23.42	2.833	70.25	9
T	0.26	0.117	54	0	60	0	28.23	0.892	2007.73	99
T	1.018	-1.23	148	0	60	0	25.61	0.821	6214.73	99
T	0.047	-1.987	82	3.837	60	0	28.68	0.857	2150.73	99
T	-1.918	2.026	163	0.74	60	0	16.68	0.59	2602.73	99
T	-1.465	-0.792	10	5.441	60	0	30.25	2.225	211.73	51
T	0.306	0.484	200	0	60	0	30.86	1.427	7186.73	99
T	-0.357	-1.568	203	0	60	0	20.03	0.692	3925.73	99
T	1.106	-0.666	289	0	59.77	0	22.41	1.934	13027.7	99
T	-0.086	-1.437	31	0	60	0	20.99	1.022	650.73	99
T	-0.352	0.356	4	0	60	0	27.63	1.609	143	12
T	-1.028	-0.457	119	0	59.86	0	27.34	4.593	2515.73	99
T	1.323	0.633	68	3.609	60	0	10.25	0.351	655.73	99
T	2.059	0.869	147	0	40.85	0	32.42	1.286	4603.73	99
T	-1.147	-2.197	203	1.761	60	0	14.18	0.576	2864.73	99
T	0.71	1.569	121	0	43.86	-3.035	27.05	0.79	3218.73	99
T	0.725	0.79	18	0	60	0	12.81	0.941	153.73	99
T	-0.674	-1.383	4	0	60	0	17.18	0.693	68.73	82
T	-0.114	-1.501	85	0	60	-0.431	34.7	1.139	2914.73	99
T	-1.577	-0.403	204	0	60	0	35.67	0.775	7468.73	99
T	-0.888	1.297	62	1.516	59.83	0	5.77	0.385	230.73	99
T	0.199	0.619	11	7.404	60	0	18.16	3.352	199.73	99
T	0.863	-0.549	143	0	60	0	30.98	1.204	5068.73	99
T	-0.021	-0.152	206	0	59.92	0	33.44	1.317	7332.73	99
T	-0.297	-0.156	17	0	60	0	33.28	2.179	565.73	51
T	-0.316	-2.177	86	0	60	0	12.09	0.836	954.73	99
T	-1.223	-3.084	96	0	60	0	27.97	1.029	4114.73	99
T	0.748	0.999	21	0	60	0	30.74	2.093	614.73	60
T	0	-0.551	78	0	59.84	0	28.98	1.085	2712.73	99
T	4.279	-1.505	69	0	60	0	15.68	0.681	1081.73	99
T	0.915	1.469	64	0	60	0	27.33	2.348	1393.73	99
T	1.106	-0.666	83	0	59.83	0	27.09	3.973	2569.73	99
T	2.167	0.953	185	0	59.8	0	32.62	1.765	7990.73	99
T	-1.266	-2.775	73	6.341	60	0	17.5	0.635	1242.73	99
T	3.909	-0.217	51	0	60	0	16.86	0.495	859.73	99
T	1.221	-0.109	44	5.17	59.68	0	16.2	0.709	534.73	99
T	1.3	1.421	26	0	55.03	0	29.85	6.184	889.73	64
T	-1.501	-0.462	99	6.562	60	0	14.27	0.56	1355.73	99
T	-0.762	0.187	36	3.155	60	0	15.66	1.329	469.73	99
T	-1.205	-0.88	78	0	59.89	0	30.05	3.855	3296.73	99
T	1.545	1.65	106	0	60	0	20.35	0.693	2156.73	99
T	0.54	1.595	128	2.202	59.93	0.866	15.45	1.12	1699.73	99
T	-0.194	-0.332	98	0	60	0	27.53	1.402	3403.73	99
T	0.333	1.573	133	0	60	0	29.89	0.779	2241.5	3
T	0.888	-2.567	202	0.527	60	0	17.55	0.757	3527.73	99
T	0.879	0.119	42	0	60	0	30.04	2.247	1788.73	99
T	1.361	-1.718	82	7.582	60	0	15.48	1.954	1269.73	99
T	-0.478	-1.616	129	6.126	60	0	19.59	0.308	2331.73	99
T	0.282	-4.909	87	0	60	0	31.32	0.821	3545.73	99
T	0.181	-2.097	212	4.508	59.99	0	16.87	1.11	3424.73	99
T	-0.486	0.956	131	1.419	60	0	22.17	0.713	2815.73	99
T	0.067	-0.346	138	0	60	0	27.4	1.904	5040.73	99
T	-0.561	-0.455	49	5.29	60	0	16.14	1.737	564.73	99
T	0.931	-1.495	149	3.586	60	0	16.89	1.048	2296.73	99
T	0.649	-1.467	34	0	60	0	28.49	2.91	1261.73	88
T	-0.088	-0.773	80	1.256	59.99	0	9.72	1.005	592.73	99
T	1.217	0.792	178	0	60	0	24.81	0.8	6562.73	99
T	-0.245	-0.831	20	0	60	0	30.07	0.914	774.73	55
T	0.368	0.324	173	0	60	0	23.96	1.061	7713.73	99
T	-0.491	1.08	105	0	60	0	4.28	0.477	290.73	99
T	-0.544	-0.581	10	0	60	0	27.79	3.258	144	12
T	1.184	-1.258	89	0	60	0	28.34	2.679	3214.73	99
T	-1.127	-0.124	55	2.973	60	0	15.16	0.283	818.73	99
T	-1.37	1.076	63	0	60	0	30.61	1.16	1836.73	99
T	0.861	-0.919	28	0	60	0	34.98	5.136	419.73	99
T	-1.081	-1.104	70	1.013	60	0	8.55	0.484	495.73	99
T	-1.005	0.229	228	7.29	60	0	20.3	0.813	3775.73	99
T	1.728	1.111	43	0	59.61	0	32.34	3.797	1583.73	99
T	3.542	-0.204	110	0	60	0	35.17	2.179	2460.73	99
T	-1.654	-1.535	52	0	59.77	-1.833	32.44	4.174	2162.73	99
T	0.925	-0.999	155	0	60	0	24.04	0.538	3245.73	99
T	-0.248	-0.653	71	0	60	0	14.87	0.368	371.73	99
T	0.185	1.396	35	0	60	0	29.51	3.056	560.73	99
T	-1.12	1.568	20	0	60	0	29.62	0.892	923.73	66
T	-0.168	0.955	16	0	60	0	26.3	4.174	420.73	48
T	-0.011	-0.735	66	1.307	60	0	19.24	1.051	923.73	99
T	2.951	0.983	55	0	60	0	26.48	2.4	2024.73	99
T	0.63	-1.155	192	0	60	0	30.85	1.342	5645.73	99
T	-0.217	0.697	8	0	60	0	8.59	0.693	68.73	99
T	0.092	-3.335	78	0	60	0	29.16	0.984	2742.73	99
T	0.022	-6.92	186	0	60	0	8.83	0.658	1579.73	99
T	-4.819	0.175	83	9.176	60	0	17.61	1.88	1426.73	99
T	0.517	-4.405	24	0	60	-0.873	30.44	0.941	729.73	53
T	-0.133	-0.935	19	0	60	0	16.39	1.445	196.73	99
T	-0.388	-0.24	164	0	60	0	29.88	5.257	6395.73	99
T	1.632	-1.345	123	2.303	60	0	25.49	0.405	2319.73	99
T	-1.496	-1.7	170	5.073	60	0	30.81	0.809	6395.73	99
T	-0.388	-0.24	252	7.409	59.98	0	10.56	0.165	2080.73	99
T	0.398	0.608	13	3.979	60	0	9.77	0.078	97.73	99
T	-1.786	-0.636	49	1.235	60	0	19.97	0.99	818.73	99
T	-1.403	1.198	105	0	60	0	35	1.122	3429.73	99
T	1.154	2.127	107	1.88	59.9	0	12.5	0.458	1224.73	99
T	-2.071	-3.982	22	0	60	0	33.74	3.056	674.73	60
T	-1.08	0.172	106	0	60	0	30.65	1.499	3810.73	99
T	-1.654	-1.535	74	0	59.78	-1.833	28.13	3.943	2614.73	99
T	0.044	0.745	177	0	60	0	34.68	0.892	8092.73	99
T	-0.494	-0.748	13	0	60	0	32.9	3.767	427.73	39
T	0	-0.524	7	0	60	0	18.29	0.223	109.73	51
T	1.159	1.22	43	0	60	0	32.18	1.775	1897.73	99
T	1.119	1.383	138	0	60	0	27.81	1.627	4929.73	99
T	-0.341	0.529	33	0	60	0	11.31	0.269	316.73	99
T	0.067	-0.346	15	7.16	60	0	19.59	0.042	254.73	99
T	-4.613	-0.698	76	6.194	60	0	9.53	1.65	714.73	99
T	0.619	0.282	20	2.92	60	0	19.06	2.303	247.73	99
T	1.075	-1.203	19	0	60	0	26.09	1.112	495.73	99
T	-0.78	-1.911	77	3.778	60	0	16	0.334	1007.73	99
T	0.692	1.394	90	1.722	60	0	17.57	0.922	1581.73	99
T	0.16	-0.794	13	0	60	0	33.82	1.179	372	12
T	-1.295	0.464	104	5.464	60	0	26.5	1.914	2517.73	99
T	0.223	-0.207	41	2.909	60	0	13.73	0.729	521.73	99
T	0.119	-2.778	46	10.538	60	0	20.24	0.075	890.73	99
T	-1.516	-2.78	175	8.069	60	0	18.33	1.456	2584.73	99
T	-1.483	0.496	36	0	60	0	31.76	2.985	1269.73	92
T	0.583	0.109	186	1.181	60	0	20.53	0.802	3551.73	99
T	-1.366	-1.552	48	0	60	0	19.82	0.593	931.73	99
T	1.735	0.041	83	0	60	0	26.3	0.77	3678.73	99
T	0.155	1.56	59	0	60	-0.661	29.13	3.3	1945.73	99
T	-0.774	-1.387	53	1.115	60	0	11.96	0.99	609.73	99
T	-0.123	-0.901	43	0	59.61	0	34.07	2.476	1396.73	99
T	-0.379	-1.662	40	3.129	60	0	27.12	0.395	1472.73	99
T	0.735	-0.409	236	0	60	0	33.09	1.049	9667.73	99
T	-1.763	1.232	207	1.774	60	0	23.2	0.722	4546.73	99
T	0.835	-0.514	85	4.952	60	0	8.09	0.288	582.73	99
T	0.076	0.537	31	1.576	60	0	14.99	1.051	404.73	99
T	-0.282	-0.156	61	0	59.82	0	34.57	1.556	1823.73	99
T	0.007	-2.166	56	0	60	0	33.19	0.853	1725.73	99
T	-0.258	-0.371	15	0	60	0	16.84	0.79	235.73	99
T	0.566	-0.674	150	0	41.94	0	33.08	1.171	4630.73	99
T	1.703	0.594	129	0	60	-0.578	26.8	1.285	5437.73	99
T	3.382	-0.443	32	0	56.98	0	29.38	4.091	1041.73	73
T	-1.713	-0.373	15	0	60	0	27.26	3.126	670.73	48
T	-2.103	0.187	256	0	59.8	0	31.45	3.965	9658.73	99
T	1.081	0.674	164	0	60	0	19.28	0.706	3007.73	99
T	2.049	-0.412	15	0	60	0	30.19	5.549	661.73	48
T	0.198	-1.005	4	0	60	0	31.62	3.258	143	12
T	-0.316	1.499	28	0	59.43	0	29.32	1.508	615.73	63
T	0.102	-1.551	30	0	60	0	31.32	0.976	939.73	90
T	-1.197	0.358	209	0	60	0	29.6	1.041	5712.73	99
T	0.39	-1.3	49	0	60	0	27.18	7.824	2212.73	99
T	-0.194	-0.332	13	0	60	0	31.87	1.27	408.73	36
T	-0.523	0.694	38	0	60	0	26.25	2.376	1332.73	91
T	0.45	-0.707	20	4.32	60	0	7.88	0.971	149.73	99
T	-1.47	-1.889	9	0	60	0	30.19	2.093	350.74	27
T	2.235	-1.618	85	0	60	0	29.77	4.88	4912.73	99
T	0.649	1.779	47	0	60	0	31.22	1.609	1637.73	99
T	2.235	-1.618	150	0	59.98	0	33.14	3.434	6428.73	99
T	-1.243	-0.147	26	0	60	0	30.33	4.255	927.73	78
T	-1.041	-0.061	38	0	53.79	0	29.88	1.739	1304.73	99
T	0.854	-0.502	99	0	60	-1.514	34.99	2.405	3288.73	99
T	-0.231	-0.332	49	1.336	60	0	20.6	0.484	988.73	99
T	-1.212	-0.408	32	0	60	0	27.47	0.826	1313.73	91
T	-0.352	0.356	14	0	56.42	0	28.36	1.179	467.73	39
T	0.384	1.289	81	0	60	0	28.91	0.796	3541.73	99
T	1.534	-1.523	29	4.043	60	0	5.11	0.193	127.73	99
T	-0.489	-0.914	174	0	59.98	0	34.79	0.881	7237.73	99
T	2.007	1.352	41	0	60	0	15.8	0.941	647.73	99
T	0.78	1.169	168	0	60	-1.245	33.85	0.968	5483.73	99
T	-0.166	-0.936	9	0	60	0	33.19	1.402	298.74	27
T	-0.426	0.941	38	2.261	59.8	-1.324	10.68	0.223	373.73	99
T	0	-1.645	6	0	60	0	7.55	0.368	37.73	75
T	0.881	0.384	30	0	60	0	11.59	1.022	289.73	99
T	-0.464	-0.19	64	12.671	60	0	17.31	0.268	657.73	99
T	1.02	0.409	35	0	60	0	29.78	1.675	1611.73	99
T	0.885	-1.086	117	0	60	0	32.54	1.981	4233.73	99
T	-0.338	1.641	221	8.665	60	0	16.73	0.361	3697.73	99
T	0.535	0.191	137	3.24	60	0	20.17	0.434	2561.73	99
T	0.808	0.889	123	0	60	0	35.51	1.53	5273.73	99
T	-0.566	0.385	107	0	60	0	29.36	2.027	3919.73	99
T	-1.126	0.177	72	2.173	60	0	23.35	0.41	1517.73	99
T	-1.467	-1.876	170	0	59.82	-1.063	15.28	0.616	2536.73	99
T	0.832	-2.088	112	1.782	60	0	11.19	0.459	1185.73	99
T	-1.15	-0.816	150	0	41.36	0	33.24	0.98	4653.73	99
T	-0.024	-1.717	106	6.542	57.51	-6.543	14.71	1.321	1500.73	99
T	-1.302	-0.241	57	2.276	60	0	6.2	0.21	297.73	99
T	-0.308	-2.32	136	0	60	0	34.21	0.856	5734.73	99
T	1.363	-1.261	162	0	60	0	30.53	0.706	5388.73	99
T	0.02	0.143	44	0	60	0	29.67	2.409	1573.73	99
T	-0.662	-1.375	71	0	60	0	28.08	1.112	2242.73	99
T	1.285	-0.707	127	0	60	0	32.6	1.01	4475.73	99
T	-1.45	-0.827	73	1.358	60	0	10.59	0.469	645.73	99
T	1.011	0.023	396	0	59.99	-0.221	26.07	0.983	13208.7	99
T	1.703	0.594	68	1.843	59.75	-0.578	33.72	0.283	1483.73	99
T	1.633	0.861	41	2.928	60	0	19.55	0.34	664.73	99
T	0.805	0.964	90	6.121	59.53	0	19.77	0.784	948.73	99
T	5.452	0.421	89	6.729	60	0	14.92	1.851	1327.73	99
T	-0.116	0.052	106	5.779	59.75	-0.634	18.07	0.307	1897.73	99
T	-2.398	0.159	123	0	60	0	28.55	0.931	4912.73	99
T	1.555	-0.526	42	4.607	60	0	14.33	0.86	601.73	99
T	1.845	0.463	17	3.14	60	0	12.81	2.093	217.73	99
T	5.143	-0.063	54	1.143	60	0	10.85	0.42	585.73	99
T	0.667	-1.813	35	0	60	0	30.51	1.255	884.73	87
T	0	1.307	154	3.138	60	0	29.3	1.108	5726.84	16
T	-2.754	-1.208	142	0	60	0	29.13	1.364	6472.73	99
T	-1.482	1.629	44	1.424	60	0	15.27	1.029	656.73	99
T	-1.497	0.328	22	0	60	0	25.81	1.609	139.52	7
T	-0.544	-0.581	121	0	60	0	12.73	0.804	1310.73	99
T	-1.625	-3.26	26	0	60	0	33.91	1.697	881.73	78
T	0.62	-2.989	4	0	41.34	0	23.42	2.833	70.25	9
T	2.182	0.516	203	0	60	0	27.55	1.27	6964.73	99
